,Unnamed: 0.1,school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,Unnamed: 0
508,113,"GP;""M"";15;""U"";""LE3"";""T"";4;2;""teacher"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;5;2;1;1;3;10;""18"";""17"";18",113.0
509,114,"GP;""M"";15;""R"";""GT3"";""T"";2;1;""health"";""services"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;2;1;1;5;4;""10"";""9"";10",114.0
510,115,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;1;2;5;6;""16"";""14"";14",115.0
511,116,"GP;""M"";15;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""reputation"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;3;1;1;2;4;""16"";""15"";16",116.0
512,117,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""home"";""father"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;2;1;1;5;6;""14"";""14"";15",117.0
513,118,"GP;""M"";17;""R"";""GT3"";""T"";1;3;""other"";""other"";""course"";""father"";3;2;1;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;2;4;1;4;5;14;""12"";""11"";11",118.0
514,119,"GP;""M"";15;""U"";""GT3"";""T"";3;4;""other"";""other"";""reputation"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;3;1;2;4;2;""14"";""13"";14",119.0
515,120,"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";3;2;3;1;2;1;0;""14"";""14"";14",120.0
516,121,"GP;""M"";15;""U"";""GT3"";""T"";2;2;""services"";""services"";""home"";""father"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;5;4;1;2;5;6;""14"";""13"";13",121.0
517,122,"GP;""F"";16;""U"";""LE3"";""T"";2;4;""other"";""health"";""course"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;2;1;2;5;2;""14"";""12"";13",122.0
518,123,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""health"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;4;1;4;5;4;""12"";""13"";13",123.0
519,124,"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;4;1;1;5;0;""12"";""11"";11",124.0
520,125,"GP;""M"";15;""U"";""GT3"";""T"";3;4;""services"";""services"";""home"";""father"";1;1;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;5;5;3;2;5;2;""9"";""9"";9",125.0
521,126,"GP;""F"";15;""U"";""LE3"";""A"";3;4;""other"";""other"";""home"";""mother"";1;2;0;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;2;1;1;1;0;""10"";""11"";11",126.0
522,127,"GP;""F"";19;""U"";""GT3"";""T"";0;1;""at_home"";""other"";""course"";""other"";1;2;2;""no"";""yes"";""no"";""no"";""no"";""no"";""no"";""no"";3;4;2;1;1;5;0;""9"";""10"";11",127.0
523,128,"GP;""M"";16;""R"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;5;5;2;5;4;8;""14"";""14"";15",128.0
524,129,"GP;""M"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""course"";""mother"";2;3;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;2;3;2;2;1;4;""13"";""12"";13",129.0
525,130,"GP;""F"";15;""R"";""GT3"";""T"";3;4;""services"";""teacher"";""course"";""father"";2;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;2;2;2;5;0;""10"";""11"";12",130.0
526,131,"GP;""F"";18;""U"";""GT3"";""T"";2;1;""services"";""other"";""reputation"";""mother"";1;2;3;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";5;4;5;1;3;5;10;""10"";""9"";8",131.0
527,132,"GP;""F"";17;""U"";""LE3"";""A"";2;1;""other"";""other"";""course"";""mother"";3;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;2;1;2;5;8;""11"";""10"";11",132.0
528,133,"GP;""F"";15;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;1;2;4;6;""11"";""12"";13",133.0
529,134,"GP;""F"";17;""U"";""LE3"";""T"";2;2;""other"";""other"";""course"";""father"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;4;4;1;3;5;2;""13"";""12"";12",134.0
530,135,"GP;""F"";16;""U"";""GT3"";""A"";3;4;""services"";""other"";""course"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;1;1;4;5;12;""15"";""13"";14",135.0
531,136,"GP;""M"";16;""U"";""GT3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";4;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;2;1;1;1;2;4;""9"";""9"";11",136.0
532,137,"GP;""F"";16;""U"";""GT3"";""A"";2;2;""other"";""other"";""home"";""mother"";1;1;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;3;4;1;1;5;12;""13"";""11"";11",137.0
533,138,"GP;""M"";15;""R"";""GT3"";""T"";3;4;""at_home"";""teacher"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";5;3;3;1;1;5;2;""12"";""11"";11",138.0
534,139,"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;1;5;4;""13"";""14"";15",139.0
535,140,"GP;""M"";17;""R"";""GT3"";""T"";3;4;""at_home"";""other"";""course"";""mother"";3;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;4;5;2;4;5;2;""10"";""9"";10",140.0
536,141,"GP;""F"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;1;3;1;1;3;0;""14"";""13"";13",141.0
537,142,"GP;""M"";18;""U"";""LE3"";""T"";3;1;""services"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;3;4;4;5;4;2;""11"";""11"";12",142.0
538,143,"GP;""F"";18;""U"";""GT3"";""A"";3;2;""other"";""services"";""course"";""other"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;5;1;5;10;""12"";""11"";11",143.0
539,144,"GP;""F"";16;""R"";""GT3"";""T"";1;1;""other"";""services"";""reputation"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";3;3;3;1;2;1;8;""12"";""11"";11",144.0
540,145,"GP;""F"";16;""U"";""GT3"";""A"";3;3;""other"";""other"";""course"";""other"";2;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;2;1;1;5;4;""9"";""9"";10",145.0
541,146,"GP;""M"";16;""U"";""LE3"";""T"";1;1;""services"";""other"";""course"";""mother"";1;2;2;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;4;4;1;3;5;0;""10"";""10"";10",146.0
542,147,"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;6;""13"";""14"";14",147.0
543,148,"GP;""F"";15;""R"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";3;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;5;5;1;1;1;2;""8"";""9"";9",148.0
544,149,"GP;""M"";15;""U"";""GT3"";""T"";4;3;""teacher"";""services"";""course"";""father"";2;4;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;2;2;1;1;3;6;""9"";""11"";11",149.0
545,150,"GP;""F"";15;""U"";""GT3"";""A"";3;3;""services"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";1;3;2;2;3;1;24;""9"";""8"";9",150.0
546,151,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;5;0;""15"";""13"";13",151.0
547,152,"GP;""M"";16;""U"";""LE3"";""T"";2;2;""services"";""services"";""reputation"";""father"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;2;4;""12"";""11"";11",152.0
548,153,"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;5;2;""13"";""13"";13",153.0
549,154,"GP;""F"";16;""U"";""LE3"";""T"";1;1;""at_home"";""at_home"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;4;3;3;1;4;""10"";""11"";11",154.0
550,155,"GP;""M"";17;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;5;1;2;5;22;""9"";""7"";6",155.0
551,156,"GP;""F"";15;""U"";""GT3"";""T"";1;1;""other"";""services"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;2;1;2;5;0;""12"";""12"";12",156.0
552,157,"GP;""F"";15;""U"";""LE3"";""A"";2;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";4;4;2;1;1;5;0;""11"";""10"";10",157.0
553,158,"GP;""F"";15;""U"";""GT3"";""T"";3;2;""health"";""services"";""home"";""father"";1;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;2;1;1;3;2;""11"";""11"";11",158.0
554,159,"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;1;1;5;6;""13"";""12"";13",159.0
555,160,"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""course"";""father"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";2;3;4;2;4;1;6;""11"";""11"";11",160.0
556,161,"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";3;3;2;2;1;5;16;""9"";""9"";8",161.0
557,162,"GP;""M"";15;""U"";""LE3"";""A"";2;1;""services"";""other"";""course"";""mother"";4;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;5;2;5;5;0;""12"";""11"";11",162.0
558,163,"GP;""M"";18;""U"";""LE3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;1;2;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";2;3;5;2;5;4;0;""11"";""9"";0",163.0
559,164,"GP;""M"";16;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";1;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;4;4;3;5;5;6;""9"";""10"";10",164.0
560,165,"GP;""F"";15;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""other"";2;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;1;2;3;3;2;""13"";""13"";13",165.0
561,166,"GP;""M"";19;""U"";""GT3"";""T"";3;2;""services"";""at_home"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;5;4;1;1;4;6;""11"";""9"";11",166.0
562,167,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""course"";""mother"";1;1;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;2;1;1;1;4;0;""13"";""13"";13",167.0
563,168,"GP;""M"";15;""R"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""mother"";1;2;0;""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;1;0;""7"";""8"";8",168.0
564,169,"GP;""M"";17;""R"";""LE3"";""T"";1;2;""other"";""other"";""reputation"";""mother"";1;1;3;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";2;2;2;3;3;5;14;""9"";""8"";10",169.0
565,170,"GP;""F"";18;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";3;1;3;""no"";""yes"";""no"";""yes"";""no"";""yes"";""no"";""no"";5;2;5;1;5;4;6;""11"";""10"";11",170.0
566,171,"GP;""M"";16;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";4;2;2;1;2;3;4;""12"";""10"";11",171.0
567,172,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""course"";""father"";1;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;5;4;4;5;0;""10"";""10"";1",172.0
568,173,"GP;""M"";16;""U"";""LE3"";""T"";1;2;""health"";""services"";""course"";""mother"";2;1;2;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;5;3;5;5;0;""9"";""8"";10",173.0
569,174,"GP;""M"";17;""R"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";2;1;1;""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";3;3;2;2;2;5;8;""8"";""8"";9",174.0
570,175,"GP;""M"";17;""R"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";2;2;2;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;1;4;3;4;""7"";""6"";8",175.0
571,176,"GP;""M"";15;""U"";""LE3"";""T"";1;2;""other"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;2;4;5;2;""8"";""9"";10",176.0
572,177,"GP;""M"";16;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""course"";""father"";1;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";5;3;3;1;4;2;2;""9"";""8"";8",177.0
573,178,"GP;""M"";17;""R"";""LE3"";""T"";1;1;""other"";""services"";""course"";""mother"";4;2;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;3;5;1;5;5;0;""8"";""8"";8",178.0
574,179,"GP;""M"";17;""U"";""GT3"";""T"";3;2;""services"";""services"";""course"";""mother"";2;1;3;""no"";""yes"";""no"";""yes"";""no"";""no"";""no"";""no"";4;5;2;1;1;2;10;""8"";""7"";8",179.0
575,180,"GP;""M"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;3;5;2;4;4;0;""9"";""10"";11",180.0
576,181,"GP;""F"";16;""U"";""GT3"";""T"";4;2;""health"";""services"";""home"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;1;3;0;""17"";""17"";18",181.0
577,182,"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;1;5;1;1;4;0;""12"";""12"";13",182.0
578,183,"GP;""F"";16;""U"";""GT3"";""T"";4;4;""health"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;3;0;""16"";""16"";17",183.0
579,184,"GP;""M"";16;""U"";""GT3"";""T"";3;4;""other"";""other"";""course"";""father"";3;1;1;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;4;5;2;4;2;4;""9"";""9"";10",184.0
580,185,"GP;""M"";16;""U"";""GT3"";""T"";1;0;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;3;0;""16"";""17"";18",185.0
581,186,"GP;""M"";17;""U"";""LE3"";""T"";4;4;""teacher"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;5;0;""11"";""9"";10",186.0
582,187,"GP;""F"";16;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;5;1;1;3;0;""14"";""13"";13",187.0
583,188,"GP;""F"";16;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;5;1;1;4;0;""14"";""14"";15",188.0
584,189,"GP;""M"";17;""U"";""LE3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;4;4;4;0;""10"";""11"";11",189.0
585,190,"GP;""F"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;4;4;1;4;5;0;""13"";""12"";14",190.0
586,191,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;4;1;4;4;4;""11"";""9"";10",191.0
587,192,"GP;""M"";16;""R"";""GT3"";""T"";4;2;""teacher"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;3;4;3;8;""10"";""9"";11",192.0
588,193,"GP;""M"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";5;2;3;1;1;2;4;""11"";""11"";13",193.0
589,194,"GP;""M"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;3;2;3;3;4;""11"";""10"";11",194.0
590,195,"GP;""M"";16;""U"";""GT3"";""T"";3;3;""services"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;3;0;""11"";""12"";13",195.0
591,196,"GP;""F"";17;""U"";""GT3"";""T"";2;4;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;4;2;2;3;5;0;""17"";""18"";17",196.0
592,197,"GP;""F"";17;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;2;3;1;32;""14"";""13"";14",197.0
593,198,"GP;""F"";16;""U"";""GT3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";1;2;2;1;2;1;8;""14"";""15"";16",198.0
594,199,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""services"";""services"";""other"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;2;3;4;6;""11"";""13"";14",199.0
595,200,"GP;""M"";16;""U"";""GT3"";""T"";1;2;""services"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;3;3;1;2;3;0;""10"";""9"";11",200.0
596,201,"GP;""M"";16;""U"";""LE3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;5;0;""13"";""14"";16",201.0
597,202,"GP;""F"";17;""U"";""GT3"";""A"";3;3;""health"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;3;3;1;3;3;10;""12"";""13"";14",202.0
598,203,"GP;""M"";17;""R"";""GT3"";""T"";1;2;""at_home"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;1;3;1;5;3;6;""9"";""9"";10",203.0
599,204,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;2;6;""12"";""12"";13",204.0
600,205,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""12"";""11"";12",205.0
601,206,"GP;""M"";17;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""other"";""other"";2;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;4;4;4;5;5;16;""10"";""11"";12",206.0
602,207,"GP;""M"";16;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;3;4;5;0;""11"";""10"";10",207.0
603,208,"GP;""M"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""13"";""12"";12",208.0
604,209,"GP;""F"";17;""U"";""LE3"";""T"";2;4;""services"";""services"";""course"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;5;8;""14"";""15"";16",209.0
605,210,"GP;""M"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;2;3;1;2;5;4;""13"";""13"";14",210.0
606,211,"GP;""M"";16;""R"";""LE3"";""T"";3;3;""teacher"";""other"";""home"";""father"";3;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;4;3;5;3;16;""10"";""11"";12",211.0
607,212,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";2;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;4;2;3;2;30;""14"";""15"";16",212.0
608,213,"GP;""F"";16;""U"";""LE3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;2;1;2;3;0;""11"";""10"";11",213.0
609,214,"GP;""F"";16;""U"";""GT3"";""T"";4;3;""health"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;1;5;2;2;""14"";""14"";15",214.0
610,215,"GP;""F"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;3;1;3;4;4;""11"";""12"";12",215.0
611,216,"GP;""F"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""no"";4;4;4;1;3;1;0;""14"";""15"";15",216.0
612,217,"GP;""F"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;2;1;2;3;21;""13"";""13"";13",217.0
613,218,"GP;""F"";16;""R"";""GT3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";2;4;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;5;1;1;5;6;""13"";""13"";13",218.0
614,219,"GP;""F"";17;""U"";""GT3"";""T"";3;4;""at_home"";""services"";""home"";""mother"";1;3;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;3;4;5;14;""8"";""9"";8",219.0
615,220,"GP;""F"";16;""U"";""GT3"";""A"";3;1;""services"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;4;2;""11"";""11"";12",220.0
616,221,"GP;""F"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""other"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";1;3;2;1;1;1;4;""14"";""15"";15",221.0
617,222,"GP;""F"";16;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;2;1;4;5;2;""12"";""13"";13",222.0
618,223,"GP;""F"";17;""R"";""GT3"";""T"";4;3;""teacher"";""other"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;4;0;""11"";""12"";12",223.0
619,224,"GP;""F"";19;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""other"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;4;""12"";""12"";12",224.0
620,225,"GP;""M"";17;""U"";""LE3"";""T"";4;4;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;5;4;5;3;15;""13"";""12"";12",225.0
621,226,"GP;""F"";16;""U"";""GT3"";""A"";2;2;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;4;1;1;4;0;""13"";""13"";13",226.0
622,227,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;2;4;5;10;""12"";""11"";11",227.0
